"Date","Campaign_ID","Campaign_Type","Target_Audience","Duration","Channel_Used","Impressions","Clicks","Leads","Conversions","Revenue","Acquisition_Cost","Customer_Segment","website_visits","Indian_Cities","CTR","Conversion_Rate","Website_Conversion_Rate","ROAS","CPL","CPC","Cost_Per_Conversion","Profit","ROI"
"10-09-2024","NY-CMP-1707","Email","College Students","20","Email","55391","3228","793","385","81620.00","666.26","Premium Shoppers","3366","Indore","5.827661533","11.926889714","11.437908496","122.504727884009245639","0.840176544","0.206400247","1.730545454","80953.74","12150.472788400924563984"
"10-09-2024","NY-CMP-1801","Paid Ads","Working Women","26","Google","82484","5122","1393","1081","255116.00","164.93","College Students","1705","Aurangabad","6.209689151","21.105037094","63.401759530","1546.813799793851937185","0.118399138","0.032200312","0.152571692","254951.07","154581.379979385193718547"
"10-09-2024","NY-CMP-2165","Paid Ads","Youth","19","YouTube","10989","398","139","78","31122.00","2869.63","Premium Shoppers","9042","Chandigarh","3.621803621","19.597989949","0.862641008","10.845300613667964162","20.644820143","7.210125628","36.790128205","28252.37","984.530061366796416262"
"10-09-2024","NY-CMP-2374","SEO","Working Women","29","YouTube","32779","3072","1830","1297","712053.00","109.57","College Students","2239","Jammu","9.371853930","42.220052083","57.927646270","6498.612758966870493748","0.059874316","0.035667317","0.084479568","711943.43","649761.275896687049374828"
"10-09-2024","NY-CMP-2453","Email","College Students","17","WhatsApp, Instagram","74310","7457","3489","1302","291648.00","160.64","Premium Shoppers","14098","Ujjain","10.034988561","17.460104599","9.235352532","1815.537848605577689243","0.046041845","0.021542175","0.123379416","291487.36","181453.784860557768924302"
"10-09-2024","NY-CMP-2505","Influencer","College Students","10","YouTube, Google","66684","4084","1566","473","241230.00","438.71","Tier 2 City Customers","8812","Bhiwandi","6.124407654","11.581782566","5.367680435","549.862095689635522326","0.280146871","0.107421645","0.927505285","240791.29","54886.209568963552232682"
"10-09-2024","NY-CMP-3178","Email","Tier 2 City Customers","23","YouTube, Facebook","18572","2201","920","546","220038.00","507.12","Youth","9603","Guntur","11.851173810","24.806905951","5.685723211","433.897302413629910080","0.551217391","0.230404361","0.928791208","219530.88","43289.730241362991008045"
"10-09-2024","NY-CMP-3234","SEO","Tier 2 City Customers","26","WhatsApp, Facebook","24249","1993","1120","517","156651.00","328.42","Tier 2 City Customers","16932","Ranchi","8.218895624","25.940792774","3.053390030","476.983740332501065708","0.293232142","0.164786753","0.635241779","156322.58","47598.374033250106570854"
"10-09-2024","NY-CMP-3545","SEO","Youth","14","WhatsApp","77994","6445","3469","2500","1055000.00","54.93","Tier 2 City Customers","11839","Chandigarh","8.263456163","38.789759503","21.116648365","19206.26251592936464591","0.015834534","0.008522885","0.021972000","1054945.07","1920526.251592936464591298"
"10-09-2024","NY-CMP-3643","Paid Ads","Premium Shoppers","25","Email","26319","2784","719","425","158525.00","134.66","Tier 2 City Customers","13786","Salem","10.577909495","15.265804597","3.082837661","1177.224120005940888162","0.187287899","0.048369252","0.316847058","158390.34","117622.412000594088816278"
"10-09-2024","NY-CMP-3916","Email","Youth","14","Facebook, Google, YouTube","58621","5658","2640","1519","824817.00","125.98","Tier 2 City Customers","8415","Gorakhpur","9.651831255","26.846942382","18.051099227","6547.205905699317351960","0.047719696","0.022265818","0.082936142","824691.02","654620.590569931735196062"
"10-09-2024","NY-CMP-4110","SEO","Youth","17","Instagram","14114","729","236","94","71722.00","1178.29","Premium Shoppers","259","Navi Mumbai","5.165084313","12.894375857","36.293436293","60.869565217391304347","4.992754237","1.616310013","12.535000000","70543.71","5986.956521739130434782"
"10-09-2024","NY-CMP-4509","Email","Working Women","7","Instagram","58209","3313","1309","398","309246.00","628.75","Youth","4638","Kolhapur","5.691559724","12.013281014","8.581285036","491.842544731610337972","0.480328495","0.189782674","1.579773869","308617.25","49084.254473161033797216"
"10-09-2024","NY-CMP-4955","SEO","College Students","10","Instagram, Facebook","66961","9252","4286","1807","1232374.00","78.98","College Students","6576","Mumbai","13.816997954","19.530912235","27.478710462","15603.62116991643454038","0.018427438","0.008536532","0.043707802","1232295.02","1560262.116991643454038997"
"10-09-2024","NY-CMP-5512","Email","College Students","10","Google, Email, Instagram","26991","1811","1063","379","282734.00","563.55","Premium Shoppers","7095","Hubli","6.709643955","20.927664273","5.341789992","501.701712359151805518","0.530150517","0.311181667","1.486939313","282170.45","50070.171235915180551858"
"10-09-2024","NY-CMP-5551","Email","Premium Shoppers","8","Email","45575","2801","1152","670","397310.00","91.81","Tier 2 City Customers","4398","Vadodara","6.145913329","23.920028561","15.234197362","4327.524234832806883781","0.079696180","0.032777579","0.137029850","397218.19","432652.423483280688378172"
"10-09-2024","NY-CMP-5648","SEO","Premium Shoppers","28","WhatsApp, Instagram, YouTube","53755","6970","3991","2003","1466196.00","81.25","College Students","11504","Jhansi","12.966235699","28.737446197","17.411335187","18045.48923076923076923","0.020358306","0.011657101","0.040564153","1466114.75","1804448.923076923076923076"
"10-09-2024","NY-CMP-5687","Social Media","College Students","21","YouTube, Email, Google","32782","937","220","157","116023.00","929.64","Tier 2 City Customers","4366","Siliguri","2.858275883","16.755602988","3.595968850","124.804225291510692311","4.225636363","0.992145144","5.921273885","115093.36","12380.422529151069231100"
"10-09-2024","NY-CMP-5854","Email","College Students","10","YouTube","76347","3737","1763","926","641718.00","219.81","College Students","6892","Bhopal","4.894756833","24.779234680","13.435867672","2919.421318411355261362","0.124679523","0.058819909","0.237375809","641498.19","291842.131841135526136208"
"10-09-2024","NY-CMP-6007","Influencer","Premium Shoppers","24","Google, YouTube, Facebook","24257","706","402","152","51832.00","1111.25","Premium Shoppers","15660","Udaipur","2.910500061","21.529745042","0.970625798","46.642969628796400449","2.764303482","1.574008498","7.310855263","50720.75","4564.296962879640044994"
"10-09-2024","NY-CMP-6284","Social Media","Premium Shoppers","30","Email, YouTube, Google","37327","963","513","286","223080.00","560.00","Youth","8631","Malegaon","2.579901947","29.698857736","3.313636890","398.357142857142857142","1.091617933","0.581516095","1.958041958","222520.00","39735.714285714285714285"
"10-09-2024","NY-CMP-6431","Social Media","College Students","9","Email, Facebook","52993","7204","3984","2878","2026112.00","70.13","Premium Shoppers","14778","Malegaon","13.594248296","39.950027762","19.474895114","28890.80279480963924140","0.017602911","0.009734869","0.024367616","2026041.87","2888980.279480963924140881"
"10-09-2024","NY-CMP-6934","Influencer","Premium Shoppers","7","WhatsApp","37344","5453","2226","885","677910.00","209.43","Youth","18707","Maheshtala","14.602077977","16.229598386","4.730849414","3236.928806761208995845","0.094083557","0.038406381","0.236644067","677700.57","323592.880676120899584586"
"10-09-2024","NY-CMP-7000","SEO","Youth","19","WhatsApp, Facebook, YouTube","39834","2134","1089","800","570400.00","175.66","Premium Shoppers","19910","Indore","5.357232514","37.488284910","4.018081366","3247.182056245018786291","0.161303948","0.082314901","0.219575000","570224.34","324618.205624501878629169"
"10-09-2024","NY-CMP-7128","SEO","Tier 2 City Customers","17","YouTube, Google","99367","6597","1410","532","120232.00","494.11","Youth","4832","Saharanpur","6.639025028","8.064271638","11.009933774","243.330432494788609823","0.350432624","0.074899196","0.928778195","119737.89","24233.043249478860982372"
"10-09-2024","NY-CMP-7705","Email","Premium Shoppers","5","Google","17809","654","171","70","27370.00","1976.24","Youth","4195","Jalandhar","3.672300522","10.703363914","1.668653158","13.849532445451969396","11.556959064","3.021773700","28.232000000","25393.76","1284.953244545196939642"
"10-09-2024","NY-CMP-8612","Paid Ads","Premium Shoppers","10","Google, Facebook, Instagram","41646","2514","887","379","181920.00","166.57","College Students","3945","Guwahati","6.036594150","15.075576770","9.607097591","1092.153449000420243741","0.187790304","0.066256961","0.439498680","181753.43","109115.344900042024374136"
"10-09-2024","NY-CMP-8781","Paid Ads","Premium Shoppers","10","Instagram, WhatsApp, Email","14107","2062","1209","755","511135.00","82.65","Youth","17715","Gorakhpur","14.616856879","36.614936954","4.261924922","6184.331518451300665456","0.068362282","0.040082444","0.109470198","511052.35","618333.151845130066545674"
"10-09-2024","NY-CMP-8924","Paid Ads","Tier 2 City Customers","26","Facebook, Instagram, Google","31349","728","221","151","68705.00","1787.13","Tier 2 City Customers","17587","Kolhapur","2.322243133","20.741758241","0.858588730","38.444321342040030663","8.086561085","2.454848901","11.835298013","66917.87","3744.432134204003066368"
"10-09-2024","NY-CMP-9603","SEO","Working Women","13","Instagram, Google, YouTube","59067","8202","2764","1337","806211.00","159.97","Tier 2 City Customers","10155","Bhavnagar","13.885926151","16.300902218","13.165928114","5039.763705694817778333","0.057876266","0.019503779","0.119648466","806051.03","503876.370569481777833343"
"10-09-2024","NY-CMP-9783","Influencer","College Students","30","Facebook, Email","98247","13667","4554","1645","472115.00","102.76","Premium Shoppers","9835","Warangal","13.910857328","12.036291797","16.725978647","4594.346049046321525885","0.022564778","0.007518841","0.062468085","472012.24","459334.604904632152588555"
"10-09-2024","NY-CMP-9796","Email","Youth","18","YouTube, Instagram, Google","98660","3581","2107","1545","967170.00","133.73","College Students","11835","Jhansi","3.629637137","43.144373080","13.054499366","7232.259029387571973379","0.063469387","0.037344317","0.086556634","967036.27","723125.902938757197337919"
"10-09-2024","NY-CMP-10879","Influencer","Premium Shoppers","10","Google, WhatsApp","68897","6388","2632","1065","634740.00","212.18","Youth","17769","Jhansi","9.271811544","16.671884783","5.993584332","2991.516636817796210764","0.080615501","0.033215403","0.199230046","634527.82","299051.663681779621076444"
"10-09-2024","NY-CMP-11676","SEO","Youth","26","Email, Facebook","31802","3703","1594","984","295200.00","197.71","College Students","16888","Surat","11.643921765","26.573048879","5.826622453","1493.095948611602852662","0.124033877","0.053391844","0.200924796","295002.29","149209.594861160285266299"
"10-09-2024","NY-CMP-11891","Social Media","Tier 2 City Customers","29","Instagram","84557","7389","3365","2222","1368752.00","54.16","Tier 2 City Customers","3193","Aurangabad","8.738484099","30.071728244","69.589727528","25272.37813884785819793","0.016095096","0.007329814","0.024374437","1368697.84","2527137.813884785819793205"
"10-09-2024","NY-CMP-12308","Social Media","Youth","8","Email","25470","1754","770","290","62640.00","549.23","Working Women","2731","Firozabad","6.886533176","16.533637400","10.618820944","114.050579902772973071","0.713285714","0.313129988","1.893896551","62090.77","11305.057990277297307139"
"10-09-2024","NY-CMP-12366","Influencer","Youth","10","Facebook, Instagram, YouTube","93670","3479","1345","920","450800.00","105.43","Premium Shoppers","715","Thane","3.714102700","26.444380569","128.671328671","4275.822820828986057099","0.078386617","0.030304685","0.114597826","450694.57","427482.282082898605709949"
"10-09-2024","NY-CMP-12406","Influencer","Working Women","27","Facebook, Google","81608","3647","810","456","342912.00","359.13","Working Women","14938","Bhopal","4.468924615","12.503427474","3.052617485","954.840865424776543313","0.443370370","0.098472717","0.787565789","342552.87","95384.086542477654331300"
"10-09-2024","NY-CMP-13686","Email","Premium Shoppers","13","WhatsApp, Email","91106","4824","2179","1173","688551.00","238.17","Premium Shoppers","8645","Ahmedabad","5.294931179","24.315920398","13.568536726","2891.006423982869379014","0.109302432","0.049371890","0.203043478","688312.83","289000.642398286937901498"
"10-09-2024","NY-CMP-13921","Social Media","Working Women","9","WhatsApp","23531","1556","583","299","172523.00","961.59","College Students","11532","Cuttack","6.612553652","19.215938303","2.592785293","179.414303393338117076","1.649382504","0.617988431","3.216020066","171561.41","17841.430339333811707692"
"10-09-2024","NY-CMP-14023","Email","Tier 2 City Customers","12","Instagram","31679","3619","2033","1069","253353.00","203.68","Premium Shoppers","14151","Gulbarga","11.423971716","29.538546559","7.554236449","1243.877651217596229379","0.100186915","0.056280740","0.190533208","253149.32","124287.765121759622937941"
"10-09-2024","NY-CMP-14239","Paid Ads","Working Women","13","YouTube, Facebook, WhatsApp","67691","9125","4007","2278","546720.00","79.14","Tier 2 City Customers","8537","Gwalior","13.480374052","24.964383561","26.683846784","6908.263836239575435936","0.019750436","0.008672876","0.034741000","546640.86","690726.383623957543593631"
"10-09-2024","NY-CMP-14355","Influencer","Working Women","27","WhatsApp, Instagram","40747","4229","2222","1722","1331106.00","136.05","College Students","11432","Patna","10.378678184","40.718846062","15.062981105","9783.947078280044101433","0.061228622","0.032170725","0.079006968","1330969.95","978294.707828004410143329"
"10-09-2024","NY-CMP-14808","Paid Ads","College Students","30","Email","42962","6190","2394","769","260691.00","379.73","Premium Shoppers","16717","Siliguri","14.408081560","12.423263327","4.600107674","686.516735575277170621","0.158617376","0.061345718","0.493797139","260311.27","68551.673557527717062123"
"10-09-2024","NY-CMP-15029","Influencer","Tier 2 City Customers","12","Google, YouTube","98916","10966","5104","3071","2165055.00","17.85","Working Women","15927","Maheshtala","11.086174127","28.004741929","19.281722860","121291.5966386554621848","0.003497257","0.001627758","0.005812438","2165037.15","12129059.663865546218487394"
"10-09-2024","NY-CMP-16699","Influencer","Tier 2 City Customers","5","Google, Email","18739","2807","685","315","208845.00","796.74","Working Women","17451","Navi Mumbai","14.979454613","11.221945137","1.805054151","262.124406958355297838","1.163124087","0.283840399","2.529333333","208048.26","26112.440695835529783869"
"10-09-2024","NY-CMP-17072","Social Media","College Students","22","Facebook","76890","3941","1989","1572","367848.00","36.86","Premium Shoppers","14591","Bhiwandi","5.125503966","39.888353209","10.773764649","9979.598480737927292457","0.018531925","0.009352956","0.023447837","367811.14","997859.848073792729245794"
"10-09-2024","NY-CMP-17108","Social Media","College Students","30","Facebook","66205","1412","451","263","89420.00","693.41","Premium Shoppers","1626","Jamshedpur","2.132769428","18.626062322","16.174661746","128.956894189584805526","1.537494456","0.491083569","2.636539923","88726.59","12795.689418958480552631"
"10-09-2024","NY-CMP-17263","SEO","College Students","28","WhatsApp, Email, Instagram","66168","8587","3627","2475","702900.00","51.16","College Students","14612","Guntur","12.977572240","28.822638872","16.938133041","13739.24941360437842064","0.014105321","0.005957843","0.020670707","702848.84","1373824.941360437842064112"
"10-09-2024","NY-CMP-17670","Influencer","Youth","27","WhatsApp, YouTube","59512","7173","1951","1073","545084.00","192.85","Tier 2 City Customers","17810","Amravati","12.053031321","14.958873553","6.024705221","2826.466165413533834586","0.098846745","0.026885543","0.179729729","544891.15","282546.616541353383458646"
"10-09-2024","NY-CMP-17772","Influencer","Tier 2 City Customers","21","YouTube","24325","874","414","290","128760.00","624.38","Youth","14704","Jodhpur","3.593011305","33.180778032","1.972252448","206.220570806239789871","1.508164251","0.714393592","2.153034482","128135.62","20522.057080623978987155"
"10-09-2024","NY-CMP-17790","Paid Ads","Tier 2 City Customers","9","Email","62104","2287","1233","905","649790.00","73.48","Working Women","11429","Dehradun","3.682532526","39.571491036","7.918453058","8843.086554164398475775","0.059594484","0.032129427","0.081193370","649716.52","884208.655416439847577572"
"10-09-2024","NY-CMP-17974","Influencer","Premium Shoppers","13","YouTube","27005","1549","904","409","318202.00","344.91","College Students","17878","Akola","5.735974819","26.404131697","2.287727933","922.565306891652894958","0.381537610","0.222666236","0.843300733","317857.09","92156.530689165289495810"
"10-09-2024","NY-CMP-18060","Paid Ads","Youth","17","Google","27432","3412","1354","1035","628245.00","162.73","Working Women","9694","Kalyan","12.438028579","30.334114888","10.676707241","3860.658759909051803601","0.120184638","0.047693434","0.157227053","628082.27","385965.875990905180360105"
"10-09-2024","NY-CMP-18608","Email","College Students","23","Google, Email, WhatsApp","21767","1614","473","170","80410.00","563.06","College Students","14236","Jalandhar","7.414894105","10.532837670","1.194155661","142.808936880616630554","1.190401691","0.348859975","3.312117647","79846.94","14180.893688061663055447"
"10-09-2024","NY-CMP-19023","SEO","College Students","29","Instagram, Google, WhatsApp","61541","4222","2015","614","189726.00","464.50","Youth","2303","Ludhiana","6.860467005","14.542870677","26.660877116","408.452099031216361679","0.230521091","0.110018948","0.756514657","189261.50","40745.209903121636167922"
"10-09-2024","NY-CMP-19160","Email","Youth","7","WhatsApp","66288","9197","2034","828","446292.00","322.61","Tier 2 City Customers","7413","Bhavnagar","13.874306058","9.002935739","11.169566976","1383.379312482564086668","0.158608652","0.035077742","0.389625603","445969.39","138237.931248256408666811"
"10-09-2024","NY-CMP-20113","SEO","Working Women","26","Email, WhatsApp","25398","1415","769","465","130200.00","518.92","Tier 2 City Customers","10971","Gorakhpur","5.571304827","32.862190812","4.238446814","250.905727279734833885","0.674798439","0.366727915","1.115956989","129681.08","24990.572727973483388576"
"10-09-2024","NY-CMP-21823","Paid Ads","College Students","8","Google, Facebook","50157","3275","1036","536","138288.00","449.76","Premium Shoppers","13581","Bhubaneswar","6.529497378","16.366412213","3.946690228","307.470651013874066168","0.434131274","0.137331297","0.839104477","137838.24","30647.065101387406616862"
"10-09-2024","NY-CMP-22341","Email","Tier 2 City Customers","6","Facebook","44659","1499","715","496","251472.00","431.21","Working Women","19189","Bhopal","3.356546272","33.088725817","2.584814216","583.177570093457943925","0.603090909","0.287665110","0.869375000","251040.79","58217.757009345794392523"
"10-09-2024","NY-CMP-22596","Social Media","Youth","18","Email, WhatsApp, Instagram","36638","3257","1596","875","328125.00","295.28","Youth","18935","Navi Mumbai","8.889677384","26.865213386","4.621072088","1111.233405581143321593","0.185012531","0.090660116","0.337462857","327829.72","111023.340558114332159306"
"10-09-2024","NY-CMP-22777","SEO","College Students","17","Google, Facebook","53065","4959","1172","526","169372.00","329.96","Premium Shoppers","8672","Ludhiana","9.345142749","10.606977213","6.065498154","513.310704327797308764","0.281535836","0.066537608","0.627300380","169042.04","51231.070432779730876469"
"10-09-2024","NY-CMP-23407","Paid Ads","Youth","17","Instagram, YouTube, Google","97374","13711","4588","3455","2470325.00","57.05","Youth","11270","Nanded","14.080760778","25.198745532","30.656610470","43301.05170902716914986","0.012434612","0.004160892","0.016512301","2470267.95","4330005.170902716914986853"
"10-09-2024","NY-CMP-23834","Paid Ads","Working Women","30","Google","47966","5058","2800","1403","606096.00","171.57","Premium Shoppers","16615","Surat","10.544969353","27.738236457","8.444176948","3532.645567406889316314","0.061275000","0.033920521","0.122287954","605924.43","353164.556740688931631404"
"10-09-2024","NY-CMP-23947","Paid Ads","Tier 2 City Customers","12","WhatsApp, Instagram, Email","36545","1665","519","244","155184.00","883.16","College Students","1970","Jamnagar","4.556026816","14.654654654","12.385786802","175.714479822455727161","1.701657032","0.530426426","3.619508196","154300.84","17471.447982245572716155"
"10-09-2024","NY-CMP-24022","SEO","Youth","28","Instagram, YouTube, Facebook","63554","8978","5384","2943","1892349.00","69.66","Premium Shoppers","19063","Udaipur","14.126569531","32.780129204","15.438283586","27165.50387596899224806","0.012938335","0.007758966","0.023669724","1892279.34","2716450.387596899224806201"
"10-09-2024","NY-CMP-24272","Paid Ads","Working Women","13","YouTube","77495","11237","3448","2689","1823142.00","45.38","Youth","11157","Vijayawada","14.500290341","23.929874521","24.101460966","40175.01101806963420008","0.013161252","0.004038444","0.016876162","1823096.62","4017401.101806963420008814"
"10-09-2024","NY-CMP-24883","Social Media","Tier 2 City Customers","19","Facebook, Instagram, WhatsApp","15351","1798","1049","379","253551.00","347.16","College Students","8538","Vijayawada","11.712592013","21.078976640","4.438978683","730.357760110611821638","0.330943755","0.193081201","0.915989445","253203.84","72935.776011061182163843"
"10-09-2024","NY-CMP-24950","SEO","Tier 2 City Customers","25","Google","46714","2083","714","502","287144.00","196.89","Youth","9729","Nanded","4.459048679","24.099855976","5.159831431","1458.398090304230788765","0.275756302","0.094522323","0.392211155","286947.11","145739.809030423078876530"
"10-09-2024","NY-CMP-24952","Influencer","College Students","7","YouTube, Email, Facebook","20101","594","352","164","66584.00","582.48","Youth","3965","Surat","2.955076861","27.609427609","4.136191677","114.311220986128279082","1.654772727","0.980606060","3.551707317","66001.52","11331.122098612827908254"
"10-09-2024","NY-CMP-25062","Email","College Students","25","WhatsApp, YouTube","22900","760","237","128","95104.00","1289.33","Working Women","8372","Nellore","3.318777292","16.842105263","1.528905876","73.762341681338369540","5.440210970","1.696486842","10.072890625","93814.67","7276.234168133836954076"
"10-09-2024","NY-CMP-25464","SEO","Youth","13","Google, Instagram","17230","762","190","138","78798.00","1502.50","Premium Shoppers","7790","Bikaner","4.422518862","18.110236220","1.771501925","52.444592346089850249","7.907894736","1.971784776","10.887681159","77295.50","5144.459234608985024958"
"10-09-2024","NY-CMP-26139","Influencer","Premium Shoppers","8","Email","48547","4808","1008","798","381444.00","84.37","Youth","18044","Ghaziabad","9.903804560","16.597337770","4.422522722","4521.085693967049899253","0.083700396","0.017547836","0.105726817","381359.63","452008.569396704989925328"
"10-09-2024","NY-CMP-27097","SEO","Working Women","14","Facebook, WhatsApp, Google","42208","5158","1966","1084","293764.00","221.97","Youth","11781","Coimbatore","12.220432145","21.015897634","9.201256260","1323.440104518628643510","0.112904374","0.043034121","0.204769372","293542.03","132244.010451862864351038"
"10-09-2024","NY-CMP-27180","Influencer","College Students","9","Instagram, YouTube","29721","1912","1109","336","70224.00","607.54","Youth","16357","Srinagar","6.433161737","17.573221757","2.054166411","115.587451032030812785","0.547826871","0.317751046","1.808154761","69616.46","11458.745103203081278598"
"10-09-2024","NY-CMP-27405","SEO","Youth","24","YouTube, WhatsApp","71146","1808","455","152","75088.00","833.62","Working Women","1515","Faridabad","2.541253197","8.407079646","10.033003300","90.074614332669561670","1.832131868","0.461073008","5.484342105","74254.38","8907.461433266956167078"
"10-09-2024","NY-CMP-28352","Email","Tier 2 City Customers","21","Email, WhatsApp","28708","662","198","79","38947.00","1928.47","College Students","16924","Jabalpur","2.305977427","11.933534743","0.466792720","20.195802890374234496","9.739747474","2.913096676","24.411012658","37018.53","1919.580289037423449677"
"10-09-2024","NY-CMP-28638","Social Media","Premium Shoppers","20","Google, Instagram","39571","5536","1743","1297","760042.00","158.09","Premium Shoppers","15325","Bareilly","13.990043213","23.428468208","8.463295269","4807.653868049845024985","0.090699942","0.028556719","0.121888974","759883.91","480665.386804984502498576"
"10-09-2024","NY-CMP-28824","Paid Ads","Working Women","24","YouTube, Google, WhatsApp","27773","3035","1671","525","266700.00","566.52","Youth","17196","Rourkela","10.927879595","17.298187808","3.053035589","470.768904893031137470","0.339030520","0.186662273","1.079085714","266133.48","46976.890489303113747087"
"10-09-2024","NY-CMP-29665","Social Media","Tier 2 City Customers","10","Instagram, YouTube","55002","4133","1080","357","99960.00","705.94","Tier 2 City Customers","6926","Madurai","7.514272208","8.637793370","5.154490326","141.598436127716236507","0.653648148","0.170805710","1.977422969","99254.06","14059.843612771623650735"
"10-09-2024","NY-CMP-29877","Email","Youth","8","WhatsApp, YouTube","23601","3509","1405","739","313336.00","304.87","Working Women","2014","Akola","14.868014067","21.060131091","36.693147964","1027.769213107226030767","0.216989323","0.086882302","0.412543978","313031.13","102676.921310722603076721"
"10-09-2024","NY-CMP-30165","Social Media","College Students","15","Email","93012","11271","3065","1327","380849.00","161.48","Working Women","17702","Salem","12.117791252","11.773578209","7.496328098","2358.490215506564280406","0.052685154","0.014327033","0.121688018","380687.52","235749.021550656428040624"
"10-09-2024","NY-CMP-30512","Paid Ads","Premium Shoppers","12","YouTube","63632","4963","2458","1358","901712.00","154.96","Premium Shoppers","1411","Bhilai","7.799534825","27.362482369","96.243798724","5818.998451213216313887","0.063043124","0.031223050","0.114108983","901557.04","581799.845121321631388745"
"10-09-2024","NY-CMP-30617","SEO","Premium Shoppers","14","Facebook, WhatsApp, Instagram","81542","8364","2729","1994","775666.00","110.35","Youth","10750","Bikaner","10.257290721","23.840267814","18.548837209","7029.143633892161304938","0.040436057","0.013193448","0.055341023","775555.65","702814.363389216130493883"
"10-09-2024","NY-CMP-30643","Paid Ads","Tier 2 City Customers","14","Facebook, Email, Instagram","36625","1418","751","449","128414.00","184.82","Premium Shoppers","11419","Howrah","3.871672354","31.664315937","3.932043086","694.805756952710745590","0.246098535","0.130338504","0.411625835","128229.18","69380.575695271074559030"
"10-09-2024","NY-CMP-30958","Influencer","Premium Shoppers","12","Google","59606","8916","3766","2915","996930.00","86.49","College Students","6118","Agra","14.958225681","32.694033198","47.646289637","11526.53485952133194588","0.022966011","0.009700538","0.029670668","996843.51","1152553.485952133194588969"
"10-09-2024","NY-CMP-31065","SEO","Premium Shoppers","14","YouTube, Google","81751","11450","2560","1315","587805.00","71.92","Premium Shoppers","12570","Saharanpur","14.005944881","11.484716157","10.461416070","8173.039488320355951056","0.028093750","0.006281222","0.054692015","587733.08","817203.948832035595105672"
"10-09-2024","NY-CMP-31482","Email","Premium Shoppers","15","Email, WhatsApp, Instagram","61597","4206","1243","408","221136.00","414.25","Premium Shoppers","11360","Asansol","6.828254622","9.700427960","3.591549295","533.822570911285455642","0.333266291","0.098490252","1.015318627","220721.75","53282.257091128545564272"
"10-09-2024","NY-CMP-32028","SEO","Tier 2 City Customers","5","Email","68535","4036","1464","1040","796640.00","232.46","Tier 2 City Customers","10133","Jabalpur","5.888961844","25.768087215","10.263495509","3426.998193237546244515","0.158784153","0.057596630","0.223519230","796407.54","342599.819323754624451518"
"10-09-2024","NY-CMP-32537","Paid Ads","Tier 2 City Customers","22","WhatsApp, Instagram","32059","1215","677","435","88740.00","232.81","Premium Shoppers","18456","Pune","3.789887395","35.802469135","2.356957087","381.169193763154503672","0.343884785","0.191613168","0.535195402","88507.19","38016.919376315450367252"
"10-09-2024","NY-CMP-32821","Influencer","Working Women","17","YouTube, Facebook, Instagram","18329","2097","687","491","383471.00","498.17","Youth","10575","Kanpur","11.440886027","23.414401525","4.643026004","769.759319107935042254","0.725138282","0.237563185","1.014602851","382972.83","76875.931910793504225465"
"10-09-2024","NY-CMP-33039","Influencer","Premium Shoppers","27","Google, YouTube","29864","1784","828","402","226728.00","305.03","Working Women","9391","Delhi","5.973747656","22.533632286","4.280694281","743.297380585516178736","0.368393719","0.170980941","0.758781094","226422.97","74229.738058551617873651"
"10-09-2024","NY-CMP-33206","Influencer","Premium Shoppers","13","Google, Instagram, WhatsApp","42880","4685","1882","915","631350.00","77.91","Premium Shoppers","5321","Gorakhpur","10.925839552","19.530416221","17.196015786","8103.581055063534847901","0.041397449","0.016629669","0.085147540","631272.09","810258.105506353484790142"
"10-09-2024","NY-CMP-33370","Email","Youth","10","Email, Instagram, Facebook","22879","2493","769","300","159900.00","545.30","College Students","8413","Maheshtala","10.896455264","12.033694344","3.565909901","293.233082706766917293","0.709102730","0.218732450","1.817666666","159354.70","29223.308270676691729323"
"10-09-2024","NY-CMP-33537","SEO","College Students","7","WhatsApp, Email, Instagram","72487","7188","2353","737","501160.00","317.13","Working Women","15862","Tirunelveli","9.916260846","10.253199777","4.646324549","1580.298300381546999653","0.134776880","0.044119365","0.430298507","500842.87","157929.830038154699965313"
"10-09-2024","NY-CMP-33787","Influencer","Youth","13","Instagram","61323","7474","1764","536","425584.00","209.87","Youth","4658","Faridabad","12.187922965","7.171527963","11.507084585","2027.845809310525563444","0.118973922","0.028080010","0.391548507","425374.13","202684.580931052556344403"
"10-09-2024","NY-CMP-34080","Email","Premium Shoppers","8","Google","76615","7597","2818","1784","788528.00","126.52","Working Women","1596","Tiruppur","9.915812830","23.482953797","111.779448621","6232.437559279165349351","0.044897090","0.016653942","0.070919282","788401.48","623143.755927916534935188"
"10-09-2024","NY-CMP-34126","Influencer","Working Women","29","Email, Google","18243","2122","1232","475","368125.00","447.35","Youth","15629","Kota","11.631858795","22.384542884","3.039221959","822.901531239521627361","0.363108766","0.210815268","0.941789473","367677.65","82190.153123952162736112"
"10-09-2024","NY-CMP-34497","Social Media","Working Women","27","Instagram, Google, WhatsApp","70623","4135","1607","1277","873468.00","132.75","Youth","15344","Gorakhpur","5.855033062","30.882708585","8.322471324","6579.796610169491525423","0.082607342","0.032103990","0.103954581","873335.25","657879.661016949152542372"
"10-09-2024","NY-CMP-34756","Paid Ads","Premium Shoppers","19","Email, WhatsApp, Facebook","33300","702","405","201","105324.00","901.22","Working Women","4640","Tirunelveli","2.108108108","28.632478632","4.331896551","116.868245267526242205","2.225234567","1.283789173","4.483681592","104422.78","11586.824526752624220501"
